RSQUARE, 252
LANGLE, 276
RPAREN, 517
LSQUARE, 252
SEMI, 5
SLASH, 577
NUMBER, 3693
DASH, 614
STAR, 338
PLUS, 439
LPAREN, 517
RANGLE, 276
COMMA, 1141
EXP, 209
LOG, 32

